                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    374,               0.025194,               0.024083,               0.020859,              0.0025382,                0.77369,                0.69362,                0.70945,                0.54187,                 0.7765,                0.69581,                0.71002,                 0.5411,                0.04573,               0.034044,               0.029095,               0.011261,              0.0063073,              0.0063073,              0.0063073
                    375,               0.025069,               0.024448,               0.020939,              0.0024699,                 0.7772,                0.69164,                0.70989,                 0.5426,                0.77837,                0.69258,                0.70938,                0.54099,               0.045731,               0.034051,                0.02911,                0.01126,              0.0062974,              0.0062974,              0.0062974
                    376,               0.024987,               0.024283,               0.021215,              0.0025461,                0.77701,                0.69266,                0.71009,                0.54172,                0.77871,                0.69355,                0.71029,                0.54146,               0.045736,               0.034056,               0.029116,               0.011265,              0.0062875,              0.0062875,              0.0062875
                    377,                0.02504,               0.024334,               0.021144,              0.0025204,                0.77678,                 0.6935,                0.71036,                0.54233,                0.77708,                0.69336,                0.70973,                 0.5414,               0.045738,                0.03406,               0.029115,               0.011272,              0.0062776,              0.0062776,              0.0062776
                    378,               0.024926,               0.024658,               0.021103,              0.0026668,                0.77714,                0.69283,                0.71082,                0.54263,                0.77675,                0.69239,                0.70994,                0.54164,                0.04574,               0.034063,               0.029118,               0.011281,              0.0062677,              0.0062677,              0.0062677
                    379,               0.024747,               0.023994,               0.021298,              0.0022856,                0.77728,                 0.6943,                0.71092,                0.54269,                0.77811,                0.69423,                0.71089,                0.54138,               0.045733,                0.03406,               0.029116,               0.011283,              0.0062578,              0.0062578,              0.0062578
                    380,               0.025033,               0.024057,                0.02101,              0.0025709,                0.77904,                0.69331,                0.71091,                0.54239,                 0.7792,                0.69321,                0.71097,                0.54128,               0.045728,               0.034068,               0.029121,               0.011289,              0.0062479,              0.0062479,              0.0062479
                    381,                0.02495,               0.024077,               0.021183,              0.0023043,                0.77739,                0.69276,                 0.7105,                0.54273,                0.77885,                0.69264,                0.71061,                0.54154,               0.045728,               0.034068,               0.029128,               0.011296,               0.006238,               0.006238,               0.006238
                    382,               0.024848,               0.024445,               0.021416,              0.0025601,                0.77644,                0.69266,                0.71037,                0.54415,                 0.7904,                0.68577,                0.71059,                0.54174,               0.045729,                0.03407,               0.029128,                 0.0113,              0.0062281,              0.0062281,              0.0062281
                    383,               0.024911,               0.024142,               0.020993,              0.0023824,                0.77756,                0.69281,                0.71075,                0.54435,                 0.7907,                0.68479,                0.71101,                0.54177,               0.045732,               0.034072,               0.029132,               0.011305,              0.0062182,              0.0062182,              0.0062182
                    384,               0.025107,               0.024287,               0.021284,              0.0022798,                0.77659,                0.69217,                0.71103,                0.54439,                0.79954,                0.67916,                0.71142,                0.54193,               0.045742,                0.03408,               0.029136,               0.011306,              0.0062083,              0.0062083,              0.0062083
                    385,               0.024827,               0.023974,               0.021177,              0.0024514,                0.77562,                0.69199,                0.71097,                0.54473,                0.80007,                0.67856,                 0.7112,                0.54227,                0.04574,               0.034083,               0.029137,               0.011312,              0.0061984,              0.0061984,              0.0061984
                    386,               0.024828,               0.023466,               0.020571,              0.0022987,                0.78059,                0.69071,                0.71109,                0.54375,                0.79908,                 0.6797,                0.71053,                 0.5418,               0.045728,               0.034089,               0.029137,               0.011324,              0.0061885,              0.0061885,              0.0061885
                    387,               0.024581,               0.023725,               0.020795,              0.0022862,                0.78059,                0.69055,                0.71118,                0.54366,                0.79864,                0.68083,                  0.711,                0.54155,               0.045724,               0.034093,               0.029147,               0.011345,              0.0061786,              0.0061786,              0.0061786
                    388,               0.024835,               0.023749,               0.020652,              0.0024668,                0.78041,                0.68939,                0.71111,                0.54342,                0.79399,                  0.684,                0.71116,                0.54111,               0.045721,               0.034099,               0.029161,               0.011358,              0.0061687,              0.0061687,              0.0061687
                    389,               0.024686,               0.023712,               0.020674,              0.0024053,                0.78014,                0.68872,                0.71113,                0.54349,                0.79048,                0.68608,                0.71087,                0.54128,               0.045719,               0.034097,               0.029166,               0.011361,              0.0061588,              0.0061588,              0.0061588
                    390,               0.024739,                0.02373,               0.020852,              0.0022417,                0.77894,                0.69173,                0.71115,                0.54282,                0.78747,                0.68741,                0.71059,                0.54111,               0.045716,               0.034095,               0.029174,                0.01136,              0.0061489,              0.0061489,              0.0061489
                    391,                0.02465,               0.024049,               0.020891,              0.0024075,                0.78361,                0.68688,                0.71065,                0.54254,                0.79165,                0.68604,                0.71066,                0.54094,               0.045709,               0.034088,               0.029177,               0.011358,               0.006139,               0.006139,               0.006139
                    392,               0.024632,               0.024006,               0.020797,               0.002273,                0.78256,                0.68734,                0.71077,                0.54313,                 0.7899,                0.68641,                0.71053,                 0.5415,               0.045707,               0.034084,               0.029185,               0.011365,              0.0061291,              0.0061291,              0.0061291
                    393,                0.02463,               0.024212,               0.020857,              0.0024914,                0.78367,                0.68591,                 0.7106,                0.54237,                0.78954,                0.68641,                0.71091,                0.54174,               0.045702,               0.034086,               0.029193,               0.011371,              0.0061192,              0.0061192,              0.0061192
                    394,               0.024475,               0.023578,               0.020896,              0.0022113,                0.78444,                0.68546,                0.71069,                0.54269,                0.78899,                0.68635,                0.71089,                0.54105,               0.045701,               0.034093,               0.029193,               0.011386,              0.0061093,              0.0061093,              0.0061093
                    395,               0.025063,               0.023804,               0.020822,              0.0025591,                0.78132,                0.68736,                0.71013,                0.54274,                0.78943,                0.68617,                0.71154,                  0.541,               0.045699,               0.034095,               0.029197,               0.011397,              0.0060994,              0.0060994,              0.0060994
                    396,                0.02445,               0.023456,               0.020932,              0.0024445,                0.78464,                0.68517,                0.71045,                0.54278,                0.79007,                0.68617,                0.71173,                0.54048,               0.045698,               0.034096,               0.029203,               0.011402,              0.0060895,              0.0060895,              0.0060895
                    397,               0.024634,               0.023569,                0.02073,                0.00217,                 0.7854,                0.68424,                0.71102,                0.54283,                0.78899,                0.68584,                0.71184,                0.54089,                 0.0457,               0.034093,               0.029201,               0.011404,              0.0060796,              0.0060796,              0.0060796
                    398,               0.024298,               0.023583,               0.020583,              0.0023853,                0.78466,                0.68545,                0.71115,                0.54277,                0.79078,                0.68569,                0.71173,                0.54131,               0.045701,               0.034098,               0.029211,               0.011412,              0.0060697,              0.0060697,              0.0060697
                    399,               0.024793,               0.024246,               0.020921,              0.0025388,                0.78474,                0.68556,                0.71137,                0.54302,                0.79121,                0.68562,                0.71148,                0.54138,               0.045704,               0.034095,               0.029218,               0.011422,              0.0060598,              0.0060598,              0.0060598
                    400,               0.024585,               0.024115,               0.020882,               0.002324,                0.78777,                0.68474,                0.71144,                0.54324,                0.79056,                0.68593,                0.71158,                0.54075,               0.045705,               0.034098,               0.029223,               0.011428,              0.0060499,              0.0060499,              0.0060499
                    401,               0.024788,               0.023888,               0.020827,               0.002498,                0.78686,                0.68522,                0.71205,                0.54336,                 0.7914,                0.68751,                0.71202,                0.54121,               0.045697,               0.034097,               0.029227,               0.011431,                0.00604,                0.00604,                0.00604
                    402,               0.024869,               0.024124,               0.020985,              0.0024491,                 0.7849,                0.68634,                0.71151,                0.54311,                0.79207,                0.68758,                0.71216,                0.54116,               0.045701,               0.034091,               0.029232,               0.011444,              0.0060301,              0.0060301,              0.0060301
                    403,               0.024639,               0.023964,               0.020996,               0.002366,                0.78412,                0.68657,                0.71181,                0.54302,                0.79065,                0.68791,                0.71199,                0.54099,               0.045704,                0.03409,               0.029234,               0.011448,              0.0060202,              0.0060202,              0.0060202
                    404,               0.024618,               0.023103,               0.020487,              0.0023266,                0.78106,                0.68597,                0.71115,                0.54268,                0.79026,                0.68795,                0.71187,                0.54138,               0.045703,               0.034093,               0.029241,               0.011444,              0.0060103,              0.0060103,              0.0060103
                    405,               0.024631,               0.023317,               0.020444,              0.0021789,                0.78136,                0.68635,                0.71129,                0.54331,                0.78827,                 0.6884,                0.71174,                0.54126,               0.045702,               0.034097,               0.029245,               0.011437,              0.0060004,              0.0060004,              0.0060004
                    406,                0.02444,               0.023725,               0.020424,              0.0023535,                0.77991,                0.68711,                0.71113,                0.54325,                0.78643,                0.68839,                0.71198,                0.54106,                 0.0457,                 0.0341,               0.029252,               0.011436,              0.0059905,              0.0059905,              0.0059905
                    407,               0.024383,               0.023969,               0.020538,              0.0022102,                0.78125,                0.68833,                0.71204,                0.54383,                0.78302,                0.68937,                0.71167,                0.54087,               0.045702,               0.034094,               0.029259,               0.011432,              0.0059806,              0.0059806,              0.0059806
                    408,               0.024457,               0.024037,               0.020632,              0.0024581,                 0.7801,                0.68802,                0.71187,                0.54324,                0.78416,                0.68893,                0.71169,                 0.5414,               0.045699,               0.034091,               0.029258,               0.011437,              0.0059707,              0.0059707,              0.0059707
                    409,               0.024541,               0.023509,                0.02033,               0.002417,                0.78414,                0.68619,                0.71196,                0.54318,                 0.7862,                0.68739,                0.71172,                 0.5417,               0.045702,               0.034086,                0.02926,               0.011433,              0.0059608,              0.0059608,              0.0059608
                    410,               0.024388,               0.023577,               0.020906,              0.0022751,                0.78376,                0.68621,                 0.7117,                0.54346,                0.78654,                0.68751,                0.71141,                 0.5413,                0.04571,               0.034086,               0.029262,               0.011438,              0.0059509,              0.0059509,              0.0059509
                    411,               0.024486,               0.023777,               0.020846,              0.0022513,                 0.7837,                0.68622,                0.71157,                0.54311,                0.78592,                0.68765,                 0.7112,                 0.5411,               0.045714,               0.034086,                0.02926,               0.011449,               0.005941,               0.005941,               0.005941
                    412,               0.024325,               0.023808,               0.020403,              0.0022199,                 0.7851,                0.68644,                0.71209,                0.54327,                0.78695,                0.68762,                0.71133,                0.54116,               0.045714,               0.034089,               0.029266,               0.011456,              0.0059311,              0.0059311,              0.0059311
                    413,               0.024428,               0.023317,               0.020063,              0.0022501,                0.78472,                0.68644,                0.71226,                0.54326,                0.78626,                0.68763,                0.71151,                0.54089,               0.045721,               0.034092,               0.029266,               0.011457,              0.0059212,              0.0059212,              0.0059212
                    414,               0.024647,               0.023667,               0.020779,              0.0022094,                0.78589,                0.68642,                0.71255,                 0.5434,                0.78712,                0.68738,                0.71132,                0.54094,               0.045723,               0.034086,               0.029264,               0.011464,              0.0059113,              0.0059113,              0.0059113
                    415,               0.024182,               0.023297,               0.020588,              0.0023279,                0.78385,                0.68674,                0.71226,                0.54323,                0.78508,                 0.6877,                 0.7113,                0.54126,               0.045727,               0.034083,               0.029268,                0.01147,              0.0059014,              0.0059014,              0.0059014
                    416,               0.024342,               0.023593,               0.020309,              0.0024239,                0.79073,                0.68497,                0.71231,                0.54347,                0.78698,                0.68779,                0.71101,                0.54146,               0.045733,               0.034085,               0.029267,                0.01147,              0.0058915,              0.0058915,              0.0058915
                    417,               0.024359,               0.023529,                0.02029,              0.0023748,                0.78987,                0.68474,                0.71238,                 0.5431,                0.78733,                0.68758,                0.71078,                0.54144,               0.045736,               0.034089,                0.02927,               0.011476,              0.0058816,              0.0058816,              0.0058816
                    418,               0.024418,               0.023733,               0.020432,              0.0022257,                0.78909,                0.68606,                0.71234,                0.54307,                0.78702,                0.68766,                  0.711,                0.54154,               0.045738,               0.034091,               0.029277,               0.011483,              0.0058717,              0.0058717,              0.0058717
                    419,               0.024369,               0.023292,               0.020698,              0.0020974,                0.79162,                0.68328,                0.71242,                0.54296,                0.79301,                0.68367,                0.71102,                0.54155,               0.045744,               0.034089,               0.029278,               0.011489,              0.0058618,              0.0058618,              0.0058618
                    420,               0.024187,               0.023189,                0.02002,               0.002254,                0.79186,                0.68323,                0.71231,                0.54293,                0.79266,                0.68352,                0.71093,                0.54079,               0.045746,               0.034088,               0.029284,               0.011494,              0.0058519,              0.0058519,              0.0058519
                    421,               0.024284,               0.023363,               0.020463,              0.0021599,                0.79141,                0.68404,                0.71246,                0.54349,                0.79165,                0.68427,                0.71119,                0.54179,               0.045747,               0.034091,                0.02929,               0.011501,               0.005842,               0.005842,               0.005842
                    422,               0.024509,               0.023924,               0.020197,              0.0024747,                 0.7918,                0.68479,                0.71262,                0.54336,                0.79205,                0.68502,                 0.7112,                0.54145,               0.045748,               0.034092,               0.029297,               0.011505,              0.0058321,              0.0058321,              0.0058321
                    423,               0.024134,               0.023099,               0.020248,              0.0020993,                0.79235,                0.68505,                0.71238,                0.54337,                0.79309,                 0.6855,                0.71169,                 0.5413,               0.045752,               0.034086,               0.029301,               0.011511,              0.0058222,              0.0058222,              0.0058222
                    424,               0.024206,                0.02341,               0.020777,               0.002212,                0.79282,                0.68494,                0.71274,                 0.5436,                0.79358,                0.68534,                0.71179,                0.54116,               0.045754,               0.034086,               0.029306,               0.011513,              0.0058123,              0.0058123,              0.0058123
                    425,               0.023696,               0.023023,               0.020196,              0.0021532,                0.79284,                0.68502,                0.71276,                 0.5436,                0.79396,                0.68529,                0.71155,                0.54078,               0.045757,               0.034092,               0.029308,               0.011516,              0.0058024,              0.0058024,              0.0058024
                    426,               0.024159,               0.023847,               0.020714,              0.0024828,                0.79345,                0.68552,                0.71271,                0.54358,                0.79438,                0.68591,                0.71156,                0.54063,               0.045752,               0.034091,               0.029315,               0.011516,              0.0057925,              0.0057925,              0.0057925
                    427,               0.024397,               0.023279,                0.02032,              0.0022611,                0.79274,                0.68622,                0.71246,                0.54386,                0.79329,                0.68669,                0.71119,                0.54042,               0.045757,               0.034094,               0.029313,               0.011519,              0.0057826,              0.0057826,              0.0057826
                    428,               0.024212,                0.02345,               0.020298,              0.0023622,                 0.7916,                 0.6871,                0.71238,                0.54332,                0.79277,                0.68711,                0.71129,                0.54129,               0.045758,               0.034097,               0.029314,               0.011523,              0.0057727,              0.0057727,              0.0057727
                    429,               0.024082,               0.023395,               0.020548,              0.0022713,                0.79023,                0.68747,                0.71245,                0.54372,                0.79267,                0.68748,                0.71142,                0.54097,               0.045758,               0.034098,               0.029317,               0.011522,              0.0057628,              0.0057628,              0.0057628
                    430,               0.023953,               0.023458,               0.020751,              0.0023619,                0.78968,                0.68771,                 0.7128,                  0.544,                0.79121,                0.68807,                0.71165,                0.54114,               0.045755,               0.034098,               0.029322,               0.011522,              0.0057529,              0.0057529,              0.0057529
                    431,                0.02425,                0.02348,               0.020152,              0.0022388,                0.79006,                0.68789,                0.71238,                0.54426,                0.79153,                0.68811,                0.71126,                0.54195,               0.045755,               0.034105,               0.029326,               0.011522,               0.005743,               0.005743,               0.005743
                    432,               0.024404,               0.023123,               0.020114,              0.0020984,                0.79049,                0.68801,                0.71214,                0.54397,                0.79092,                0.68826,                0.71061,                0.54176,               0.045756,               0.034106,               0.029328,                0.01152,              0.0057331,              0.0057331,              0.0057331
                    433,               0.024346,               0.023647,               0.020301,              0.0022352,                0.79124,                0.68836,                0.71255,                0.54422,                0.79153,                0.68851,                0.71101,                0.54165,               0.045756,               0.034105,               0.029332,               0.011522,              0.0057232,              0.0057232,              0.0057232
                    434,               0.023919,               0.022981,               0.020063,              0.0023629,                0.79022,                0.68936,                0.71214,                0.54329,                0.79175,                0.68853,                0.71083,                0.54134,               0.045751,               0.034105,               0.029338,                0.01152,              0.0057133,              0.0057133,              0.0057133
                    435,               0.024233,               0.023399,               0.020573,              0.0024149,                0.79131,                0.68862,                0.71219,                0.54334,                0.79149,                0.68913,                0.71105,                0.54208,                0.04575,               0.034107,               0.029338,               0.011516,              0.0057034,              0.0057034,              0.0057034
                    436,               0.024057,               0.023344,                 0.0204,              0.0022184,                0.79097,                0.68896,                0.71262,                0.54349,                0.79089,                0.68944,                0.71135,                0.54225,               0.045753,               0.034107,               0.029338,               0.011519,              0.0056935,              0.0056935,              0.0056935
                    437,                0.02422,               0.023553,               0.020402,              0.0023111,                0.79106,                0.68935,                0.71278,                0.54369,                0.79077,                0.68969,                0.71156,                0.54244,               0.045753,               0.034107,               0.029339,                0.01152,              0.0056836,              0.0056836,              0.0056836
                    438,               0.023777,               0.022793,               0.020147,              0.0021854,                0.79175,                0.68945,                0.71288,                0.54378,                 0.7917,                0.68973,                0.71146,                0.54248,               0.045752,               0.034108,               0.029343,               0.011521,              0.0056737,              0.0056737,              0.0056737
                    439,                 0.0241,               0.023189,               0.020408,              0.0021529,                0.79129,                 0.6891,                0.71258,                0.54349,                0.78942,                0.68878,                0.71097,                0.54272,               0.045752,               0.034112,               0.029347,               0.011522,              0.0056638,              0.0056638,              0.0056638
                    440,               0.023994,               0.022978,               0.020012,               0.002089,                0.79052,                0.68804,                0.71253,                0.54338,                0.79122,                0.68847,                0.71127,                0.54258,                0.04575,               0.034111,               0.029349,               0.011525,              0.0056539,              0.0056539,              0.0056539
                    441,               0.023849,               0.022875,               0.019489,              0.0022096,                0.79087,                0.68812,                0.71248,                0.54327,                0.79036,                0.68746,                0.71118,                0.54253,               0.045752,               0.034114,               0.029352,               0.011526,               0.005644,               0.005644,               0.005644
                    442,               0.024067,               0.023215,               0.020431,              0.0021924,                0.79077,                0.68813,                 0.7125,                0.54347,                0.79084,                 0.6884,                0.71088,                0.54206,                0.04575,               0.034111,                0.02935,               0.011528,              0.0056341,              0.0056341,              0.0056341
                    443,               0.023786,               0.023066,               0.020259,              0.0022151,                  0.791,                0.68836,                0.71214,                0.54359,                0.79158,                0.68884,                0.71109,                0.54236,               0.045744,                0.03411,               0.029352,               0.011526,              0.0056242,              0.0056242,              0.0056242
                    444,               0.023935,               0.022932,               0.019794,              0.0021601,                0.79107,                0.68849,                0.71228,                0.54321,                0.79166,                0.68897,                0.71118,                0.54184,               0.045742,               0.034102,                0.02936,               0.011528,              0.0056143,              0.0056143,              0.0056143
                    445,               0.023829,               0.023181,               0.019881,              0.0021454,                0.79295,                0.68682,                0.71224,                 0.5437,                0.79392,                0.68725,                0.71103,                0.54247,               0.045738,                 0.0341,               0.029355,               0.011533,              0.0056044,              0.0056044,              0.0056044
                    446,               0.023971,               0.022879,               0.020231,              0.0023679,                0.79077,                0.68716,                0.71205,                0.54297,                0.79414,                0.68726,                0.71104,                0.54223,               0.045738,               0.034097,               0.029352,               0.011531,              0.0055945,              0.0055945,              0.0055945
                    447,                 0.0239,               0.023161,               0.020323,              0.0022494,                0.78973,                0.68701,                 0.7114,                0.54321,                0.79372,                0.68745,                0.71077,                0.54247,               0.045741,               0.034092,               0.029348,               0.011532,              0.0055846,              0.0055846,              0.0055846
                    448,               0.023853,               0.023306,               0.020116,              0.0021181,                0.79074,                0.68686,                0.71159,                0.54346,                0.79275,                0.68748,                0.71109,                 0.5423,                0.04574,               0.034081,               0.029352,               0.011533,              0.0055747,              0.0055747,              0.0055747
                    449,               0.023791,               0.023179,               0.020157,              0.0022423,                0.79001,                0.68694,                0.71123,                0.54299,                0.79209,                0.68754,                0.71072,                0.54227,               0.045735,               0.034071,               0.029355,               0.011532,              0.0055648,              0.0055648,              0.0055648
                    450,               0.023661,               0.023139,               0.020467,              0.0023138,                0.78957,                0.68694,                0.71133,                0.54331,                0.79794,                0.68165,                0.71082,                0.54216,               0.045737,                0.03407,               0.029359,               0.011531,              0.0055549,              0.0055549,              0.0055549
                    451,               0.023986,               0.023332,               0.020741,               0.002121,                 0.7893,                0.68725,                0.71191,                0.54309,                0.79825,                0.68171,                 0.7105,                0.54186,               0.045738,               0.034069,                0.02936,               0.011531,               0.005545,               0.005545,               0.005545
                    452,               0.023743,               0.022773,               0.019877,              0.0021226,                0.78827,                0.68745,                0.71183,                  0.543,                0.79073,                0.68763,                0.71081,                0.54249,               0.045741,               0.034067,               0.029358,               0.011535,              0.0055351,              0.0055351,              0.0055351
                    453,               0.023878,               0.023417,               0.020326,              0.0021524,                0.78888,                0.68849,                0.71209,                0.54315,                0.79083,                0.68733,                0.71079,                0.54224,               0.045741,               0.034063,               0.029359,               0.011535,              0.0055252,              0.0055252,              0.0055252
                    454,               0.023822,               0.022883,               0.020227,              0.0020795,                0.78811,                0.68725,                0.71133,                0.54297,                 0.8008,                0.68041,                0.71031,                0.54209,               0.045742,               0.034062,               0.029365,               0.011539,              0.0055153,              0.0055153,              0.0055153
                    455,               0.023974,               0.022997,               0.020415,              0.0022501,                0.78782,                0.68851,                0.71127,                0.54362,                0.79075,                0.68726,                0.71051,                0.54209,               0.045747,               0.034058,                0.02937,               0.011544,              0.0055054,              0.0055054,              0.0055054
                    456,                0.02387,               0.022746,               0.019595,              0.0021683,                  0.787,                0.68785,                0.71159,                0.54296,                0.79218,                 0.6849,                0.71051,                0.54182,                0.04575,               0.034058,               0.029376,               0.011549,              0.0054955,              0.0054955,              0.0054955
                    457,               0.024019,               0.023049,               0.020391,              0.0021608,                0.78792,                0.68837,                0.71125,                0.54315,                0.78931,                0.68731,                0.71046,                0.54168,               0.045751,                0.03406,               0.029382,               0.011553,              0.0054856,              0.0054856,              0.0054856
                    458,               0.023712,               0.023025,               0.020162,               0.002081,                0.78683,                0.68695,                0.71098,                0.54335,                0.79511,                0.68355,                0.71043,                0.54167,               0.045753,               0.034057,               0.029388,               0.011562,              0.0054757,              0.0054757,              0.0054757
                    459,               0.023407,               0.023183,               0.020068,              0.0021891,                0.78774,                0.68663,                0.71042,                0.54282,                0.79598,                0.68273,                0.71041,                0.54169,                0.04576,               0.034062,               0.029389,               0.011566,              0.0054658,              0.0054658,              0.0054658
                    460,               0.023839,               0.022521,               0.019765,              0.0020691,                0.78709,                0.68681,                0.71055,                0.54302,                0.79541,                0.68309,                0.70952,                0.54169,               0.045765,               0.034064,               0.029392,               0.011571,              0.0054559,              0.0054559,              0.0054559
                    461,               0.023805,               0.022854,               0.020094,              0.0022127,                0.78797,                 0.6878,                0.71042,                0.54336,                0.78816,                0.68739,                 0.7095,                0.54141,               0.045765,               0.034062,               0.029395,               0.011574,               0.005446,               0.005446,               0.005446
                    462,               0.023738,               0.022669,               0.019659,              0.0022215,                0.78805,                 0.6881,                0.71045,                0.54296,                0.78917,                0.68701,                0.70966,                0.54097,               0.045773,               0.034069,               0.029402,               0.011576,              0.0054361,              0.0054361,              0.0054361
                    463,               0.023783,                0.02331,               0.020218,              0.0020715,                0.78864,                 0.6889,                0.71003,                0.54326,                 0.7893,                  0.688,                0.70943,                0.54089,               0.045774,               0.034069,                0.02941,               0.011577,              0.0054262,              0.0054262,              0.0054262
                    464,               0.023311,               0.022594,               0.020055,              0.0020958,                0.78909,                0.68967,                0.71043,                0.54363,                0.78888,                0.68917,                 0.7095,                0.54028,               0.045777,               0.034069,               0.029412,               0.011577,              0.0054163,              0.0054163,              0.0054163
                    465,                0.02385,               0.022828,               0.020098,               0.002277,                0.78923,                0.69007,                0.71016,                  0.544,                0.79097,                0.69051,                0.70968,                0.54085,               0.045778,               0.034069,                0.02942,               0.011571,              0.0054064,              0.0054064,              0.0054064
                    466,               0.023808,               0.022711,               0.019914,              0.0021147,                0.78972,                 0.6904,                0.71024,                 0.5443,                 0.7911,                0.69125,                0.70969,                0.54067,               0.045782,               0.034075,               0.029424,               0.011568,              0.0053965,              0.0053965,              0.0053965
                    467,               0.023544,               0.022782,               0.019667,              0.0022018,                0.79097,                0.68867,                0.71049,                0.54384,                0.79255,                0.68988,                0.71008,                0.54057,               0.045782,               0.034078,               0.029433,               0.011568,              0.0053866,              0.0053866,              0.0053866
