                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    114,               0.032607,               0.031157,               0.027345,              0.0045861,                0.72013,                0.67589,                0.68147,                0.49766,                0.71542,                0.68186,                 0.6768,                0.50126,               0.046484,               0.032589,               0.026115,               0.012021,              0.0088813,              0.0088813,              0.0088813
                    115,               0.032805,               0.031291,               0.027651,              0.0044289,                0.75645,                0.64714,                0.68441,                0.49955,                0.75863,                 0.6475,                0.68089,                 0.5048,               0.046644,               0.032708,               0.026805,               0.011615,              0.0088714,              0.0088714,              0.0088714
                    116,               0.032464,               0.030488,               0.028007,              0.0041826,                0.74349,                0.66581,                0.67897,                0.49985,                0.74042,                0.66223,                0.67511,                0.50697,               0.046366,               0.032719,               0.026183,               0.011721,              0.0088615,              0.0088615,              0.0088615
                    117,               0.032321,               0.030438,               0.027498,              0.0040472,                0.72302,                0.66942,                0.67682,                 0.4962,                0.72716,                0.65582,                0.67221,                0.50213,               0.046059,               0.033252,               0.026243,               0.012308,              0.0088516,              0.0088516,              0.0088516
                    118,               0.031931,               0.030317,               0.027076,              0.0041762,                0.71759,                0.66276,                0.68397,                0.49778,                0.71184,                0.66426,                0.67728,                0.50656,               0.046203,               0.032975,                0.02602,               0.012188,              0.0088417,              0.0088417,              0.0088417
                    119,               0.032249,               0.030437,                0.02731,              0.0044625,                0.72128,                0.67722,                0.69349,                 0.5045,                0.73055,                0.66523,                0.68382,                0.50755,               0.045197,               0.032313,               0.026124,               0.011661,              0.0088318,              0.0088318,              0.0088318
                    120,               0.032355,               0.030588,               0.027343,              0.0038843,                0.74411,                0.65829,                0.68275,                0.50043,                0.74703,                0.66251,                0.68356,                0.50342,               0.046113,                0.03287,                0.02637,               0.012138,              0.0088219,              0.0088219,              0.0088219
                    121,               0.031915,               0.030609,               0.027554,              0.0042224,                0.71852,                0.68069,                0.68793,                0.50164,                0.73183,                0.67596,                0.68835,                0.50833,               0.046068,               0.032078,                0.02593,               0.011723,               0.008812,               0.008812,               0.008812
                    122,               0.031706,                0.03041,               0.027307,              0.0040354,                0.72329,                0.68806,                0.69636,                0.50184,                0.72248,                0.67808,                0.68674,                0.50509,               0.046001,               0.032556,               0.025861,               0.011814,              0.0088021,              0.0088021,              0.0088021
                    123,                 0.0317,               0.030004,               0.027014,               0.004316,                0.74271,                0.64917,                0.69276,                0.50163,                0.71526,                0.66844,                0.68696,                0.50394,               0.045528,               0.033061,               0.026028,                0.01204,              0.0087922,              0.0087922,              0.0087922
                    124,               0.031888,               0.030509,               0.027357,              0.0038761,                0.73667,                0.66721,                0.69309,                0.50791,                0.73686,                0.66585,                 0.6882,                0.50839,               0.045969,                0.03262,               0.025898,               0.012077,              0.0087823,              0.0087823,              0.0087823
                    125,               0.031818,               0.029895,               0.026637,              0.0040874,                0.74074,                0.67211,                0.69529,                0.50812,                0.73853,                0.66964,                0.68812,                0.51074,               0.045964,               0.032583,               0.025963,               0.011613,              0.0087724,              0.0087724,              0.0087724
                    126,               0.031743,                0.03047,               0.026759,              0.0040623,                 0.7405,                0.66457,                0.69609,                0.51079,                0.75771,                0.65971,                0.69571,                0.51387,                0.04597,               0.032398,               0.025661,               0.011692,              0.0087625,              0.0087625,              0.0087625
                    127,               0.031273,               0.030129,               0.026881,               0.004229,                0.71102,                0.67508,                0.69068,                0.50521,                0.71692,                0.65941,                0.68183,                0.51015,               0.046298,               0.032872,               0.026012,               0.011333,              0.0087526,              0.0087526,              0.0087526
                    128,               0.031965,               0.030185,               0.026883,               0.004094,                0.74871,                0.66236,                0.69583,                0.51172,                0.75235,                0.66226,                0.69243,                0.51475,               0.046291,               0.032667,               0.026219,               0.011578,              0.0087427,              0.0087427,              0.0087427
                    129,                0.03131,                0.02961,               0.026594,                0.00404,                0.73517,                0.66275,                0.69282,                0.50193,                0.73701,                0.66263,                0.68979,                 0.5093,               0.046303,               0.032668,               0.026256,               0.011451,              0.0087328,              0.0087328,              0.0087328
                    130,               0.031507,               0.030464,               0.026927,              0.0039464,                0.72348,                0.67794,                0.69891,                0.50622,                0.73561,                0.66556,                0.69136,                0.50883,               0.045938,               0.032768,               0.025819,               0.011282,              0.0087229,              0.0087229,              0.0087229
                    131,               0.031355,               0.030075,               0.026742,              0.0038785,                0.75688,                0.66308,                0.70283,                0.51415,                0.74013,                0.65983,                0.69397,                0.51752,               0.045935,                0.03277,               0.026381,                0.01139,               0.008713,               0.008713,               0.008713
                    132,               0.031385,               0.030002,               0.027035,              0.0040469,                 0.7516,                0.65496,                0.69196,                0.50873,                0.75002,                0.65596,                0.68726,                0.51221,               0.046675,               0.033192,               0.026472,               0.011545,              0.0087031,              0.0087031,              0.0087031
                    133,               0.031345,               0.029985,               0.026689,              0.0040128,                0.77285,                0.64181,                0.68816,                0.50493,                0.78235,                0.63874,                0.68659,                0.50841,                0.04648,                0.03272,                0.02627,               0.011583,              0.0086932,              0.0086932,              0.0086932
                    134,               0.031302,               0.029643,               0.026171,              0.0039023,                0.76667,                0.63973,                0.69647,                0.51143,                0.77764,                0.63341,                0.69011,                0.51269,               0.046525,               0.033117,               0.026082,               0.011914,              0.0086833,              0.0086833,              0.0086833
                    135,               0.031026,                0.02974,               0.026529,              0.0037953,                0.74456,                0.65811,                 0.6972,                0.51252,                0.75395,                0.65599,                0.69412,                0.51495,                0.04655,               0.033063,               0.026609,               0.012097,              0.0086734,              0.0086734,              0.0086734
                    136,               0.030931,               0.029546,               0.026172,              0.0039159,                0.77648,                 0.6525,                0.70343,                0.51549,                0.78215,                0.65054,                 0.6989,                  0.518,               0.046101,               0.032674,               0.026807,               0.011174,              0.0086635,              0.0086635,              0.0086635
                    137,               0.030828,               0.029067,               0.026351,              0.0037709,                0.72693,                 0.6586,                0.69104,                0.50646,                 0.7325,                0.66391,                   0.69,                0.51209,               0.046135,               0.032751,               0.026452,               0.011073,              0.0086536,              0.0086536,              0.0086536
                    138,               0.031123,               0.029486,               0.026097,               0.003797,                0.73764,                0.65818,                0.69565,                0.51568,                0.73923,                0.65891,                0.69099,                0.51664,               0.046451,                0.03269,               0.026025,                0.01146,              0.0086437,              0.0086437,              0.0086437
                    139,               0.031072,               0.029854,               0.026223,              0.0039408,                0.71958,                0.65684,                0.68702,                0.50561,                0.73468,                0.65512,                0.68654,                0.50918,               0.046532,               0.032973,               0.026283,               0.011796,              0.0086338,              0.0086338,              0.0086338
                    140,               0.030932,               0.029749,               0.026275,              0.0040614,                0.72277,                0.66566,                0.69101,                0.50805,                0.74245,                 0.6503,                0.68372,                0.50838,               0.045746,               0.032371,               0.026723,                0.01132,              0.0086239,              0.0086239,              0.0086239
                    141,               0.031093,               0.029865,               0.026284,              0.0038782,                0.75241,                0.65963,                0.69634,                0.51191,                0.74324,                0.67121,                0.69611,                 0.5173,               0.046238,               0.032674,               0.026692,                0.01175,               0.008614,               0.008614,               0.008614
                    142,               0.030873,                 0.0291,               0.026207,              0.0040841,                 0.7712,                0.64179,                0.68772,                 0.5101,                0.78217,                0.64311,                 0.6875,                0.51168,               0.046281,               0.032902,               0.026253,               0.011716,              0.0086041,              0.0086041,              0.0086041
                    143,               0.030518,                0.02923,               0.025639,              0.0038338,                0.76291,                0.65062,                0.69055,                0.50838,                0.73155,                0.67171,                0.68734,                0.51437,               0.046513,               0.032502,               0.026538,               0.011294,              0.0085942,              0.0085942,              0.0085942
                    144,               0.030899,               0.029579,               0.026125,              0.0039654,                0.76682,                0.65299,                0.69343,                0.51004,                0.77155,                0.64337,                0.68563,                0.51452,               0.046447,               0.032535,               0.026688,               0.011485,              0.0085843,              0.0085843,              0.0085843
                    145,               0.030275,               0.029115,               0.025856,              0.0039542,                0.76588,                0.65354,                0.69198,                0.50843,                0.77001,                0.65339,                0.69059,                0.51167,               0.045986,                0.03252,               0.026211,               0.010677,              0.0085744,              0.0085744,              0.0085744
                    146,                0.03057,               0.029309,               0.026172,              0.0035599,                0.74038,                0.66841,                0.69706,                0.51201,                0.74292,                0.66858,                0.69021,                0.51631,               0.046334,               0.032757,                0.02629,                0.01109,              0.0085645,              0.0085645,              0.0085645
                    147,               0.030426,               0.029012,               0.025777,              0.0037755,                0.75995,                0.65235,                0.70003,                0.51516,                  0.758,                0.65105,                0.69331,                0.51751,               0.046001,               0.032673,               0.026498,                0.01122,              0.0085546,              0.0085546,              0.0085546
                    148,               0.030619,               0.029676,               0.026623,              0.0038791,                0.73859,                0.67894,                0.69759,                0.51354,                0.74676,                0.67675,                 0.6966,                0.51849,               0.046246,               0.032347,                0.02653,               0.011255,              0.0085447,              0.0085447,              0.0085447
                    149,               0.030198,               0.028813,               0.025769,              0.0033134,                0.73768,                0.67273,                0.69732,                0.51384,                0.73703,                0.67735,                0.69588,                 0.5189,               0.046483,                 0.0323,                0.02705,               0.010501,              0.0085348,              0.0085348,              0.0085348
                    150,               0.030091,               0.029111,               0.025772,              0.0036741,                0.74534,                0.66634,                0.69354,                0.51119,                0.75113,                0.66533,                0.69338,                0.51754,               0.046033,               0.032315,               0.027076,               0.010677,              0.0085249,              0.0085249,              0.0085249
                    151,               0.030531,               0.029034,               0.025689,              0.0036874,                 0.7475,                0.67742,                0.70059,                0.51752,                0.75115,                 0.6772,                0.69384,                0.51912,               0.045961,               0.032433,               0.026293,               0.010739,               0.008515,               0.008515,               0.008515
                    152,                0.03037,               0.028706,               0.025643,              0.0036705,                0.72965,                0.68606,                 0.7043,                0.51523,                0.72536,                0.68858,                0.69325,                0.51838,               0.046009,                 0.0329,                0.02615,               0.010931,              0.0085051,              0.0085051,              0.0085051
                    153,               0.030225,               0.029082,               0.025639,              0.0036118,                0.72244,                0.69379,                0.70461,                0.51771,                0.77774,                0.65379,                0.69723,                0.51837,               0.045848,                0.03253,                 0.0263,               0.011095,              0.0084952,              0.0084952,              0.0084952
                    154,               0.030414,               0.029097,                0.02564,              0.0037344,                0.73685,                0.67919,                0.70236,                0.51851,                0.74177,                0.68285,                0.69823,                0.51992,               0.045807,               0.032598,               0.026203,               0.010998,              0.0084853,              0.0084853,              0.0084853
                    155,               0.029844,               0.029054,               0.025728,              0.0036126,                0.75445,                0.65349,                0.69541,                0.51452,                0.75822,                0.65513,                0.69088,                0.51312,               0.046002,               0.032383,               0.026546,               0.011226,              0.0084754,              0.0084754,              0.0084754
                    156,               0.030159,               0.028961,               0.025418,              0.0035472,                0.73133,                0.68378,                0.69765,                0.51643,                0.72672,                0.68849,                0.68876,                0.51565,               0.046417,                0.03264,               0.026588,               0.011958,              0.0084655,              0.0084655,              0.0084655
                    157,               0.030045,               0.028639,               0.025617,              0.0034898,                0.72936,                0.68019,                0.70009,                0.51843,                0.74424,                0.66572,                0.69489,                0.51783,                0.04642,               0.032364,                0.02661,               0.011686,              0.0084556,              0.0084556,              0.0084556
                    158,               0.029641,               0.028287,               0.025026,              0.0035325,                0.73091,                0.66621,                0.68924,                0.51296,                0.72665,                0.66264,                0.68378,                0.51117,               0.046221,               0.032714,               0.026727,               0.011727,              0.0084457,              0.0084457,              0.0084457
                    159,               0.030168,               0.028868,               0.025713,              0.0035507,                0.74698,                0.65578,                 0.6952,                0.52168,                0.75424,                0.65919,                0.69121,                0.51638,               0.046136,               0.032488,               0.026538,               0.011797,              0.0084358,              0.0084358,              0.0084358
                    160,               0.030158,               0.029005,               0.025774,               0.003453,                0.76146,                0.65899,                0.70057,                0.52331,                 0.7596,                0.65771,                0.69218,                 0.5165,               0.046472,                0.03234,                0.02657,               0.011821,              0.0084259,              0.0084259,              0.0084259
                    161,               0.030194,               0.028908,               0.025331,              0.0035455,                0.72392,                0.69504,                0.70573,                0.52394,                0.72713,                0.68955,                0.69711,                0.52331,               0.046214,               0.031989,               0.026369,                0.01177,               0.008416,               0.008416,               0.008416
                    162,               0.030056,               0.028731,               0.025196,              0.0036266,                0.73903,                0.68134,                0.70708,                 0.5234,                0.78754,                0.64179,                0.69599,                0.52219,               0.046123,               0.032156,               0.026365,               0.011518,              0.0084061,              0.0084061,              0.0084061
                    163,               0.029787,               0.028353,               0.025157,              0.0033532,                0.75634,                0.67223,                0.70123,                 0.5217,                0.76018,                0.66686,                0.69559,                0.52034,               0.045872,               0.032214,               0.026679,               0.011454,              0.0083962,              0.0083962,              0.0083962
                    164,               0.029976,               0.028898,               0.025318,              0.0035247,                0.73995,                0.67769,                 0.6979,                0.51871,                0.75077,                 0.6759,                0.69578,                  0.521,               0.045964,               0.032267,               0.027005,               0.011507,              0.0083863,              0.0083863,              0.0083863
                    165,                0.02997,               0.028885,               0.025157,              0.0038449,                 0.7699,                0.65978,                0.70405,                0.51956,                0.71342,                0.69913,                0.70192,                0.52404,               0.045737,                0.03211,               0.027222,               0.011226,              0.0083764,              0.0083764,              0.0083764
                    166,               0.029704,               0.028318,               0.025269,              0.0033784,                0.74211,                0.69174,                0.70497,                0.52427,                0.74228,                0.69191,                0.70133,                0.52239,               0.046015,               0.032589,               0.026748,               0.011397,              0.0083665,              0.0083665,              0.0083665
                    167,               0.029609,               0.028302,               0.025026,              0.0034978,                0.73833,                0.67501,                0.69978,                0.52389,                0.72159,                0.69255,                0.69285,                0.52178,                0.04614,               0.032801,               0.027016,                0.01123,              0.0083566,              0.0083566,              0.0083566
                    168,               0.030064,               0.028736,               0.025021,              0.0034394,                0.72607,                0.67787,                0.69577,                0.52029,                0.78126,                0.64285,                0.69415,                0.51836,               0.046166,               0.032682,               0.027071,               0.010947,              0.0083467,              0.0083467,              0.0083467
                    169,               0.029439,               0.027858,               0.024895,              0.0033272,                0.76502,                 0.6695,                0.70439,                0.52306,                0.76583,                0.66408,                0.69926,                0.52255,               0.045828,                 0.0326,               0.026851,               0.010842,              0.0083368,              0.0083368,              0.0083368
                    170,               0.029745,               0.028036,               0.025129,              0.0035619,                0.76439,                0.66443,                0.70308,                0.52685,                0.76981,                0.66815,                0.70041,                0.52575,               0.046346,               0.032824,                0.02677,               0.011291,              0.0083269,              0.0083269,              0.0083269
                    171,               0.029502,               0.028483,               0.024834,              0.0035081,                0.77461,                0.65701,                0.70693,                0.52956,                 0.7771,                0.66077,                0.70325,                0.52822,               0.045858,               0.032738,               0.026496,               0.011559,               0.008317,               0.008317,               0.008317
                    172,               0.029647,                0.02834,               0.025386,              0.0035589,                0.76478,                0.68451,                0.70854,                 0.5298,                 0.7607,                0.68152,                0.70076,                0.52589,               0.045762,               0.032886,               0.026646,                0.01147,              0.0083071,              0.0083071,              0.0083071
                    173,               0.029808,               0.028364,               0.024391,              0.0035755,                0.76081,                0.67891,                0.70581,                 0.5272,                0.75732,                0.67591,                0.69729,                0.52788,               0.045829,               0.033013,               0.027053,               0.011617,              0.0082972,              0.0082972,              0.0082972
                    174,                0.02957,               0.028748,               0.024937,               0.003566,                0.75639,                0.67488,                0.70459,                0.52526,                0.74874,                0.67478,                0.69805,                0.52841,               0.045906,               0.032738,               0.026898,               0.011541,              0.0082873,              0.0082873,              0.0082873
                    175,               0.029478,               0.028399,               0.025119,              0.0035388,                0.74993,                0.67256,                0.70261,                0.52443,                 0.7482,                0.67054,                0.69776,                0.52589,               0.045743,               0.033041,                0.02693,               0.011504,              0.0082774,              0.0082774,              0.0082774
                    176,               0.029623,               0.028105,               0.024876,              0.0035683,                0.77009,                0.66798,                 0.6977,                0.52221,                0.77391,                0.66581,                0.69631,                0.52217,                0.04579,               0.033122,               0.026968,               0.010962,              0.0082675,              0.0082675,              0.0082675
                    177,               0.029359,               0.028239,               0.024916,              0.0035369,                0.76694,                0.66389,                0.70035,                0.51878,                0.76625,                0.66236,                0.69446,                0.52259,               0.045842,               0.033064,               0.026811,               0.011221,              0.0082576,              0.0082576,              0.0082576
                    178,               0.029488,               0.028042,                0.02492,              0.0033761,                0.73871,                0.68066,                0.70097,                0.52102,                0.78712,                0.65144,                0.69759,                0.52515,               0.045679,               0.032615,               0.027016,               0.011042,              0.0082477,              0.0082477,              0.0082477
                    179,               0.029536,               0.028249,               0.024905,              0.0034725,                0.76285,                 0.6723,                0.70367,                0.52042,                0.76555,                0.67407,                0.69821,                0.52341,                0.04583,                0.03274,               0.026869,               0.011345,              0.0082378,              0.0082378,              0.0082378
                    180,                0.02926,               0.027889,               0.024724,              0.0034361,                0.76392,                0.65901,                0.69958,                0.52025,                0.76461,                0.66063,                0.69282,                0.51934,               0.045584,               0.032621,               0.027008,               0.011745,              0.0082279,              0.0082279,              0.0082279
                    181,               0.029522,                0.02824,               0.024793,              0.0035238,                0.74508,                0.66588,                0.70356,                0.52405,                0.74587,                0.66522,                0.69489,                0.52144,               0.045419,               0.032881,               0.027046,               0.011236,               0.008218,               0.008218,               0.008218
                    182,               0.029255,               0.028129,               0.024638,              0.0036504,                0.76452,                0.65968,                0.70363,                0.52511,                0.76099,                0.65713,                0.69636,                 0.5255,                0.04558,               0.032766,               0.027014,               0.011098,              0.0082081,              0.0082081,              0.0082081
                    183,               0.029115,               0.027929,               0.024853,              0.0032469,                0.73576,                0.67862,                0.70275,                0.52634,                0.72632,                0.67501,                 0.6952,                0.52653,                0.04574,               0.032648,               0.027198,               0.011332,              0.0081982,              0.0081982,              0.0081982
                    184,               0.029527,                0.02826,               0.024872,              0.0033439,                0.78053,                0.66014,                0.70091,                0.52433,                0.77839,                0.65887,                0.69473,                0.52395,                0.04549,               0.032479,               0.027263,               0.011339,              0.0081883,              0.0081883,              0.0081883
                    185,               0.029395,               0.027549,                0.02429,              0.0034621,                0.76473,                0.66443,                0.70318,                0.52487,                0.75747,                0.66746,                0.69567,                0.52419,               0.045325,               0.032596,               0.027399,               0.011338,              0.0081784,              0.0081784,              0.0081784
                    186,               0.029073,               0.027822,               0.024433,              0.0033388,                0.78714,                0.65946,                  0.706,                0.52628,                 0.7861,                0.65669,                0.70158,                 0.5268,               0.045449,               0.032771,               0.027157,                0.01126,              0.0081685,              0.0081685,              0.0081685
                    187,               0.028529,               0.027841,               0.024718,              0.0030993,                0.76934,                0.65858,                0.70377,                0.52232,                0.77432,                0.66144,                0.70308,                0.52834,               0.045594,               0.032703,               0.027465,               0.011014,              0.0081586,              0.0081586,              0.0081586
                    188,               0.029045,               0.027922,               0.024304,              0.0032461,                0.76691,                 0.6555,                0.70165,                0.52403,                 0.7679,                0.65599,                0.69988,                0.52548,                0.04553,               0.032585,               0.027549,               0.010978,              0.0081487,              0.0081487,              0.0081487
                    189,                0.02916,               0.028082,               0.024177,              0.0033386,                0.71949,                 0.6885,                0.70162,                0.52573,                0.72292,                0.69166,                0.70343,                0.52848,               0.045633,               0.032716,                 0.0275,               0.011147,              0.0081388,              0.0081388,              0.0081388
                    190,               0.028818,               0.027516,               0.023593,              0.0031838,                0.71684,                0.68663,                0.70225,                0.52922,                0.79027,                0.64726,                0.70378,                0.52943,                 0.0455,               0.032669,                0.02747,               0.011673,              0.0081289,              0.0081289,              0.0081289
                    191,               0.028736,                0.02735,               0.024417,              0.0032564,                0.74795,                0.67163,                0.70382,                0.52659,                0.76972,                0.67121,                0.70347,                0.52616,               0.045579,               0.032726,               0.027377,               0.011849,               0.008119,               0.008119,               0.008119
                    192,               0.028747,               0.027817,               0.024137,              0.0033793,                0.76367,                0.66828,                0.70681,                0.52718,                0.76541,                0.67855,                0.70584,                0.52744,               0.045614,               0.032882,               0.027275,               0.011494,              0.0081091,              0.0081091,              0.0081091
                    193,               0.029005,                0.02757,               0.024419,              0.0032526,                0.76994,                0.65988,                0.70596,                 0.5291,                0.77404,                   0.66,                0.70159,                0.52953,               0.045682,               0.033143,               0.027379,                0.01189,              0.0080992,              0.0080992,              0.0080992
                    194,               0.028845,               0.027179,               0.024006,              0.0033364,                0.76631,                0.67294,                0.70699,                0.53018,                0.77618,                 0.6712,                0.70281,                 0.5282,               0.045518,               0.033206,               0.027499,               0.011948,              0.0080893,              0.0080893,              0.0080893
                    195,               0.028464,               0.027435,               0.024133,              0.0030564,                0.77427,                0.67011,                0.70924,                0.53086,                0.78182,                0.66806,                0.70244,                0.52972,               0.045502,               0.033261,               0.027595,               0.011913,              0.0080794,              0.0080794,              0.0080794
                    196,               0.028772,               0.027642,               0.024387,              0.0034164,                0.76836,                0.67298,                0.71173,                0.53206,                0.76997,                0.67554,                0.70674,                0.53134,               0.045412,               0.032993,               0.027545,               0.011959,              0.0080695,              0.0080695,              0.0080695
                    197,               0.028922,               0.027986,               0.024469,              0.0034186,                0.77977,                0.67363,                 0.7124,                0.53213,                0.78075,                0.67456,                0.70916,                0.53276,               0.045316,               0.032706,               0.027583,                0.01179,              0.0080596,              0.0080596,              0.0080596
                    198,               0.028912,               0.027801,               0.024203,              0.0033167,                0.76489,                0.68771,                0.71362,                0.53369,                0.76598,                0.68348,                0.70954,                0.53408,               0.045416,               0.032472,               0.027369,               0.011493,              0.0080497,              0.0080497,              0.0080497
                    199,               0.028817,               0.027795,               0.024287,              0.0033446,                0.75858,                0.68327,                0.71129,                0.53015,                 0.7635,                0.67899,                0.70807,                0.53179,               0.045686,               0.032669,               0.027443,               0.011475,              0.0080398,              0.0080398,              0.0080398
                    200,               0.028577,                0.02768,               0.024169,              0.0032683,                0.78022,                0.66471,                0.70651,                0.52731,                0.78449,                0.67064,                0.70729,                 0.5286,               0.045911,               0.032933,               0.027612,               0.011629,              0.0080299,              0.0080299,              0.0080299
                    201,               0.028536,               0.027579,               0.023835,              0.0032463,                0.79962,                0.65859,                 0.7089,                0.52909,                0.75759,                0.68921,                0.70623,                0.52913,               0.045806,               0.033153,               0.027664,               0.011685,                0.00802,                0.00802,                0.00802
                    202,               0.028752,               0.027584,               0.024606,              0.0031153,                0.78037,                0.67576,                0.71109,                0.53055,                 0.7771,                0.68051,                0.70729,                0.53006,               0.045722,               0.033064,                0.02752,               0.011715,              0.0080101,              0.0080101,              0.0080101
                    203,               0.028429,               0.027407,               0.023967,              0.0031632,                0.77942,                0.67345,                 0.7081,                0.53249,                0.77557,                0.67369,                0.70368,                0.52902,                0.04566,                0.03307,               0.027588,               0.011542,              0.0080002,              0.0080002,              0.0080002
                    204,               0.028832,               0.027711,               0.024145,              0.0033154,                0.76247,                0.69163,                0.70695,                0.53022,                0.75636,                0.68647,                0.70101,                0.52881,                0.04575,               0.032949,               0.027575,                0.01149,              0.0079903,              0.0079903,              0.0079903
                    205,               0.028347,               0.027316,               0.024509,              0.0030396,                 0.7761,                0.67941,                0.71031,                0.53255,                0.76469,                0.68574,                0.70639,                0.53242,               0.045594,               0.033059,               0.027612,               0.011387,              0.0079804,              0.0079804,              0.0079804
                    206,               0.028205,               0.027077,               0.024197,              0.0032635,                0.74711,                0.69393,                0.71066,                 0.5308,                0.74782,                0.69655,                0.70622,                0.53207,                0.04562,               0.033291,               0.027755,               0.011432,              0.0079705,              0.0079705,              0.0079705
                    207,                0.02856,               0.027703,               0.023957,               0.003131,                0.74189,                0.69713,                0.70958,                0.53036,                0.74156,                0.69688,                0.70347,                0.53205,               0.045642,               0.033444,               0.027767,               0.011548,              0.0079606,              0.0079606,              0.0079606
